recipe_id,name,cuisine,category,ingredients,steps,calories,veg,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition,ingredients_length,steps_length,health_tags
1858,beef qorma,Pakistani,main course,"1kg beef, 2 tomato, 1 tbsp ajwain, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,661,0,spicy,all,0,,0,5,9,
1859,beef kofta,Pakistani,main course,"1kg beef, 2 potato, 1 tbsp coriander powder, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,857,0,spicy,all,0,,0,5,9,
1860,gol gappay,Pakistani,snack,"flour/besan, onion, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with gol gappay specific chutneys.",327,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
1861,aloo paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",303,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1862,namak pare,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with namak pare specific chutneys.",222,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1863,plain boiled rice,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",782,1,savory,all,0,,0,4,13,
1864,phirni,Pakistani,dessert,"2 cups milk, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,467,1,sweet,all,0,,0,5,11,
1865,chana pulao,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",472,1,spicy,all,0,,0,4,13,
1866,pakora,Pakistani,snack,"flour/besan, coriander leaves, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",320,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1867,ras malai,Pakistani,dessert,"2 cups cream, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,521,1,sweet,all,0,,0,5,11,
1868,matar pulao,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",407,1,spicy,all,0,,0,4,13,
1869,gajar ka halwa,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,462,1,sweet,all,0,,0,5,11,
1870,phirni,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,311,1,sweet,all,0,1.0,1,5,11,"bp,heart"
1871,pakora,Pakistani,snack,"flour/besan, tomato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",384,1,savory,all,1,,0,4,13,diabetic
1872,garlic naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",207,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1873,doodh patti,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,171,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
1874,beef saag,Pakistani,main course,"1kg beef, 2 coriander leaves, 1 tbsp garam masala, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,612,0,spicy,all,0,,0,5,9,
1875,french fries (masala),Pakistani,snack,"flour/besan, onion, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",336,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1876,masala chai,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,181,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
1877,gajar ka halwa,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,457,1,sweet,all,0,,0,5,11,
1878,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",312,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1879,rogan naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",297,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1880,chana pulao,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",486,1,spicy,all,0,,0,4,13,
1881,kashmiri chai,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,128,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
1882,lemonade,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,98,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
1883,chaat,Pakistani,snack,"flour/besan, tomato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with chaat specific chutneys.",297,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
1884,samosa,Pakistani,snack,"flour/besan, spinach, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with samosa specific chutneys.",370,1,savory,all,1,,0,4,13,diabetic
1885,aloo paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",320,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1886,aloo paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",234,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1887,sugarcane juice,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,136,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
1888,mutton chapli kabab,Pakistani,main course,"1kg mutton, 2 onion, 1 tbsp cumin, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,654,0,spicy,all,0,,0,5,9,
1889,lemonade,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,164,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
1890,jalebi,Pakistani,dessert,"2 cups cream, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,315,1,sweet,all,0,1.0,1,5,11,"bp,heart"
1891,yakhni pulao,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",645,1,spicy,all,0,,0,4,13,
1892,plain paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",381,1,savory,all,1,,0,4,11,diabetic
1893,zarda,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,452,1,sweet,all,0,,0,5,11,
1894,kashmiri tea,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,122,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
1895,jalebi,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,379,1,sweet,all,0,,0,5,11,
1896,samosa,Pakistani,snack,"flour/besan, lemon, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with samosa specific chutneys.",209,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1897,gajar ka halwa,Pakistani,dessert,"2 cups cream, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,437,1,sweet,all,0,,0,5,11,
1898,mutton saag,Pakistani,main course,"1kg mutton, 2 green chili, 1 tbsp ajwain, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,928,0,spicy,all,0,,0,5,9,
1899,sheermal,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",168,1,sweet,all,1,1.0,1,4,11,"diabetic,bp,heart"
1900,namak pare,Pakistani,snack,"flour/besan, spinach, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with namak pare specific chutneys.",322,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1901,sheermal,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",346,1,sweet,all,1,1.0,1,4,11,"diabetic,bp,heart"
1902,ras malai,Pakistani,dessert,"2 cups milk, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,352,1,sweet,all,0,,0,5,11,
1903,barfi,Pakistani,dessert,"2 cups paneer, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,431,1,sweet,all,0,,0,5,11,
1904,yakhni pulao,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",657,1,spicy,all,0,,0,4,13,
1905,falooda,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,296,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
1906,namak pare,Pakistani,snack,"flour/besan, garlic, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with namak pare specific chutneys.",233,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1907,chicken nihari,Pakistani,main course,"1kg chicken, 2 spinach, 1 tbsp cumin, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,564,0,spicy,all,0,,0,5,9,
1908,prawns karahi,Pakistani,main course,"1kg prawns, 2 onion, 1 tbsp turmeric, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,596,0,spicy,all,0,,0,5,9,
1909,namak pare,Pakistani,snack,"flour/besan, tomato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with namak pare specific chutneys.",319,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1910,kashmiri tea,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,257,1,sweet,winter,0,1.0,1,4,7,"bp,heart"
1911,egg fried rice,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",444,1,savory,all,0,,0,4,13,
1912,kashmiri tea,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,300,1,sweet,winter,0,1.0,1,4,7,"bp,heart"
1913,jalebi,Pakistani,dessert,"2 cups cream, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,494,1,sweet,all,0,,0,5,11,
1914,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",226,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1915,gajar ka halwa,Pakistani,dessert,"2 cups milk, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,428,1,sweet,all,0,,0,5,11,
1916,prawns sajji,Pakistani,main course,"1kg prawns, 2 ginger, 1 tbsp cumin, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,601,0,spicy,all,0,,0,5,9,
1917,keema naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",259,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1918,gulab jamun,Pakistani,dessert,"2 cups ghee, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,453,1,sweet,all,0,,0,5,11,
1919,lemonade,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,110,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
1920,gulab jamun,Pakistani,dessert,"2 cups butter, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,462,1,sweet,all,0,,0,5,11,
1921,gol gappay,Pakistani,snack,"flour/besan, tomato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with gol gappay specific chutneys.",395,1,spicy,all,1,,0,4,13,diabetic
1922,kashmiri chai,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,267,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
1923,dahi bhallay,Pakistani,snack,"flour/besan, garlic, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with dahi bhallay specific chutneys.",200,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
1924,gajar ka halwa,Pakistani,dessert,"2 cups butter, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,392,1,sweet,all,0,,0,5,11,
1925,pakora,Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",345,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
1926,pakora,Pakistani,snack,"flour/besan, spinach, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",394,1,savory,all,1,,0,4,13,diabetic
1927,sattu,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,230,1,sweet,all,0,1.0,1,4,7,"bp,heart"
1928,missi roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",298,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1929,tandoori naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",370,1,savory,all,1,,0,4,11,diabetic
1930,roll paratha,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with roll paratha specific chutneys.",410,0,savory,all,0,,0,4,13,
1931,chicken kofta,Pakistani,main course,"1kg chicken, 2 potato, 1 tbsp ajwain, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,871,0,spicy,all,0,,0,5,9,
